id;nama_gambar;entropi;energi;homogenitas;kontras;korelasi;rd_level
27;20051020_52801_0100_PP.tif;1,934;0,27352;0,64062;23368,848;0,2758;severe
28;20051020_53062_0100_PP.tif;1,828;0,29659;0,41035;38342,531;-0,27785;severe
29;20051020_53178_0100_PP.tif;1,938;0,27121;0,3556;41902,94;-0,28973;severe
30;20051020_55701_0100_PP.tif;1,981;0,25646;0,57891;27381,491;0,15743;moderate
31;20051020_56592_0100_PP.tif;1,997;0,25101;0,52716;30746,747;0,0538;moderate
32;20051020_56791_0100_PP.tif;1,934;0,27098;0,37336;40747,789;-0,2658;noRD
33;20051020_57157_0100_PP.tif;1,931;0,27087;0,44418;36142,623;-0,15258;noRD
34;20051020_57622_0100_PP.tif;1,968;0,26021;0,44653;35989,927;-0,12347;severe
35;20051020_57761_0100_PP.tif;1,960;0,2638;0,61672;24922,984;0,23317;severe
36;20051020_57844_0100_PP.tif;1,953;0,2664;0,62097;24647,007;0,23922;severe
37;20051020_57967_0100_PP.tif;1,981;0,25644;0,4803;33794,298;-0,05216;noRD
38;20051020_58065_0100_PP.tif;1,976;0,25853;0,58681;26867,816;0,17197;noRD
39;20051020_58214_0100_PP.tif;1,957;0,26352;0,45185;35644,067;-0,12145;severe
40;20051020_58276_0100_PP.tif;1,859;0,29632;0,28862;46258,277;-0,42745;severe
41;20051020_61557_0100_PP.tif;1,928;0,27732;0,57895;27378,892;0,12083;severe
42;20051020_61757_0100_PP.tif;1,931;0,27559;0,62283;24525,697;0,22946;noRD
43;20051020_61804_0100_PP.tif;1,990;0,25345;0,48566;33445,15;-0,03541;noRD
44;20051020_61907_0100_PP.tif;1,867;0,29463;0,71118;18780,51;0,42232;noRD
45;20051020_61998_0100_PP.tif;1,983;0,25634;0,5585;28709,25;0,1118;moderate
46;20051020_62014_0100_PP.tif;1,990;0,25329;0,49648;32741,617;-0,01368;moderate
47;20051020_62337_0100_PP.tif;1,959;0,26311;0,40476;38706,27;-0,20019;severe
48;20051020_62385_0100_PP.tif;1,946;0,26862;0,63551;23701,365;0,27063;severe
49;20051020_62461_0100_PP.tif;1,981;0,25704;0,56072;28564,549;0,11549;moderate
50;20051020_62510_0100_PP.tif;1,978;0,25797;0,5395;29944,515;0,06702;noRD
51;20051020_62577_0100_PP.tif;1,985;0,25524;0,56477;28301,195;0,12771;mild
52;20051020_62615_0100_PP.tif;1,824;0,30839;0,25839;48223,62;-0,48326;mild
53;20051020_62709_0100_PP.tif;1,988;0,25385;0,48042;33786,009;-0,04642;severe
54;20051020_62802_0100_PP.tif;1,993;0,25255;0,4498;35777,615;-0,10049;severe
55;20051020_62878_0100_PP.tif;1,960;0,26394;0,61443;25072,269;0,22754;mild
56;20051020_63045_0100_PP.tif;1,977;0,25766;0,42644;37296,489;-0,15233;severe
57;20051020_63141_0100_PP.tif;1,963;0,26205;0,47361;34229,314;-0,07726;severe
58;20051020_63269_0100_PP.tif;1,947;0,26753;0,37319;40758,623;-0,25728;noRD
59;20051020_63337_0100_PP.tif;1,952;0,26767;0,5502;29248,92;0,07226;moderate
60;20051020_63711_0100_PP.tif;1,999;0,25042;0,48149;33716,591;-0,0372;mild
61;20051020_63829_0100_PP.tif;1,869;0,30143;0,63772;23557,829;0,2251;mild
62;20051020_63936_0100_PP.tif;1,924;0,27823;0,55656;28835,054;0,06636;severe
63;20051020_64007_0100_PP.tif;1,250;0,55596;0,87138;8363,918;0,61253;moderate
64;20051020_64249_0100_PP.tif;1,981;0,25691;0,55503;28934,677;0,10307;noRD
65;20051020_64388_0100_PP.tif;1,834;0,3105;0,7123;18708,226;0,40626;noRD
66;20051020_64518_0100_PP.tif;1,992;0,25295;0,52826;30675,097;0,05244;severe
67;20051020_64570_0100_PP.tif;1,997;0,25089;0,5029;32324,309;0,00404;severe
68;20051020_64653_0100_PP.tif;1,950;0,26854;0,55307;29061,76;0,07711;noRD
69;20051020_64703_0100_PP.tif;1,968;0,26115;0,60289;25822,623;0,20487;noRD
70;20051020_64775_0100_PP.tif;1,983;0,2563;0,54478;29601,204;0,08165;noRD
71;20051020_64836_0100_PP.tif;1,948;0,26798;0,63076;24010,177;0,26021;noRD
72;20051020_64945_0100_PP.tif;1,840;0,30435;0,52826;30675,196;-0,05667;moderate
73;20051020_64993_0100_PP.tif;1,998;0,25082;0,48173;33700,984;-0,03757;moderate
74;20051020_65166_0100_PP.tif;1,909;0,28284;0,66077;22058,527;0,31191;severe
75;20051020_65230_0100_PP.tif;1,952;0,26736;0,52993;30567,043;0,02782;severe
76;20051021_36097_0100_PP.tif;1,920;0,2769;0,33735;43089,763;-0,32649;severe
77;20051021_36208_0100_PP.tif;1,935;0,27233;0,64889;22831,021;0,29755;severe
78;20051021_36380_0100_PP.tif;1,960;0,26374;0,61637;24945,934;0,23242;moderate
79;20051021_36476_0100_PP.tif;1,998;0,25069;0,49877;32592,877;-0,00386;noRD
80;20051021_39222_0100_PP.tif;1,861;0,30184;0,68787;20296,844;0,35435;severe
81;20051021_39314_0100_PP.tif;1,789;0,33218;0,71127;18775,174;0,37564;severe
82;20051021_39482_0100_PP.tif;1,878;0,29484;0,67906;20869,254;0,34129;noRD
83;20051021_39552_0100_PP.tif;1,991;0,25307;0,52475;30903,478;0,04479;severe
84;20051021_39661_0100_PP.tif;1,946;0,26933;0,62291;24520,531;0,23939;moderate
85;20051021_39719_0100_PP.tif;1,984;0,25548;0,42656;37288,312;-0,14709;severe
86;20051021_39845_0100_PP.tif;1,976;0,25795;0,41942;37752,749;-0,16456;noRD
87;20051021_39914_0100_PP.tif;1,862;0,29534;0,2911;46096,974;-0,42264;noRD
88;20051021_40018_0100_PP.tif;1,989;0,25353;0,47317;34257,774;-0,05963;noRD
89;20051021_40074_0100_PP.tif;1,722;0,35708;0,75248;16095,103;0,45798;severe
90;20051021_40180_0100_PP.tif;1,975;0,2587;0,59102;26594,569;0,18134;mild
91;20051021_40248_0100_PP.tif;1,977;0,25819;0,56968;27981,794;0,13357;mild
92;20051021_40377_0100_PP.tif;1,991;0,25332;0,53733;30085,536;0,07107;severe
93;20051021_40450_0100_PP.tif;1,999;0,25031;0,4951;32831,703;-0,0104;severe
94;20051021_51418_0100_PP.tif;1,967;0,26039;0,45717;35297,889;-0,10457;noRD
95;20051021_51476_0100_PP.tif;1,993;0,25233;0,51774;31359,459;0,03155;noRD
96;20051021_51561_0100_PP.tif;1,896;0,28983;0,59045;26631,534;0,12553;severe
97;20051021_51625_0100_PP.tif;1,957;0,26538;0,60827;25472,892;0,21075;severe
98;20051021_51748_0100_PP.tif;1,931;0,27621;0,57164;27854,266;0,10556;severe
99;20051021_51804_0100_PP.tif;1,899;0,27904;0,40434;38733,67;-0,2407;severe
100;20051021_51936_0100_PP.tif;1,992;0,25284;0,44689;35966,207;-0,10627;noRD
101;20051021_51994_0100_PP.tif;1,958;0,26464;0,51721;31393,683;0,00589;noRD
102;20051021_52075_0100_PP.tif;1,918;0,27451;0,38196;40188,962;-0,26281;severe
103;20051021_52127_0100_PP.tif;1,835;0,30376;0,27159;47365,683;-0,46147;severe
104;20051021_57798_0100_PP.tif;1,927;0,27527;0,65346;22533,8;0,30453;noRD
105;20051021_57862_0100_PP.tif;1,972;0,2593;0,48733;33336,873;-0,04445;noRD
106;20051021_57975_0100_PP.tif;1,997;0,25097;0,48063;33772,764;-0,04;noRD
107;20051021_58035_0100_PP.tif;1,881;0,29314;0,67991;20814,421;0,3457;noRD
108;20051021_58178_0100_PP.tif;1,969;0,26152;0,54696;29459,376;0,07671;mild
109;20051021_58316_0100_PP.tif;2,000;0,25006;0,49699;32708,893;-0,00615;noRD
110;20051021_58388_0100_PP.tif;1,924;0,27445;0,35518;41930,152;-0,2987;mild
111;20051021_58522_0100_PP.tif;1,978;0,25745;0,58617;26909,397;0,1723;noRD
112;20051021_58683_0100_PP.tif;1,950;0,26689;0,49644;32744,792;-0,04232;severe
113;20051109_57451_0400_PP.tif;1,971;0,25963;0,41209;38229,13;-0,18032;noRD
114;20051109_57843_0400_PP.tif;1,784;0,32167;0,76453;15311,637;0,52745;noRD
115;20051109_59582_0400_PP.tif;1,952;0,26678;0,62186;24589,191;0,24077;noRD
116;20051109_59751_0400_PP.tif;1,911;0,28049;0,67248;21297,395;0,34397;noRD
117;20051109_59864_0400_PP.tif;1,900;0,28098;0,46921;34514,926;-0,12943;noRD
118;20051109_59969_0400_PP.tif;1,997;0,25088;0,49305;32965,211;-0,01562;noRD
119;20051109_60031_0400_PP.tif;1,986;0,25491;0,53085;30507,219;0,05419;noRD
120;20051109_60136_0400_PP.tif;1,984;0,25566;0,57504;27633,247;0,15002;noRD
121;20051110_33960_0400_PP.tif;1,999;0,25036;0,48171;33702,482;-0,03665;noRD
122;20051110_34013_0400_PP.tif;1,817;0,31381;0,73545;17202,951;0,46186;noRD
123;20051110_34071_0400_PP.tif;1,991;0,25302;0,4774;33982,31;-0,05047;noRD
124;20051110_34493_0400_PP.tif;1,996;0,2513;0,53594;30175,972;0,07185;noRD
125;20051110_35239_0400_PP.tif;1,991;0,25321;0,51573;31490;0,02567;noRD
126;20051110_35279_0400_PP.tif;1,980;0,25701;0,5148;31550,704;0,01622;noRD
127;20051110_35332_0400_PP.tif;1,989;0,25407;0,5509;29203,286;0,09911;noRD
128;20051110_35926_0400_PP.tif;1,997;0,25089;0,51354;31632,651;0,02569;noRD
129;20051110_37992_0400_PP.tif;1,979;0,25788;0,55309;29060,707;0,09702;noRD
130;20051110_38111_0400_PP.tif;1,998;0,25073;0,51514;31528,796;0,02928;noRD
131;20051110_38156_0400_PP.tif;1,911;0,27676;0,44515;36079,473;-0,16506;noRD
132;20051110_38194_0400_PP.tif;1,826;0,29632;0,37954;40345,734;-0,32525;noRD
133;20051116_43954_0400_PP.tif;1,881;0,29172;0,69165;20051,065;0,37706;moderate
134;20051116_43995_0400_PP.tif;1,988;0,25398;0,43901;36478,846;-0,12259;moderate
135;20051116_44026_0400_PP.tif;1,986;0,25468;0,43246;36904,894;-0,13536;moderate
136;20051116_44051_0400_PP.tif;1,969;0,26087;0,6024;25854,639;0,20417;moderate
137;20051116_44070_0400_PP.tif;1,960;0,26472;0,59988;26018,385;0,19208;moderate
138;20051116_44083_0400_PP.tif;1,981;0,25628;0,48929;33209,21;-0,03418;moderate
139;20051116_44126_0400_PP.tif;1,968;0,26194;0,56247;28450,584;0,11063;moderate
140;20051116_44482_0400_PP.tif;1,966;0,26212;0,52377;30967,044;0,02499;moderate
141;20051116_44586_0400_PP.tif;1,987;0,25484;0,53037;30537,958;0,05331;moderate
142;20051116_44615_0400_PP.tif;1,932;0,27063;0,43547;36709,368;-0,16754;moderate
143;20051116_44648_0400_PP.tif;1,973;0,26002;0,56878;28040,432;0,12833;moderate
144;20051116_44690_0400_PP.tif;1,979;0,25691;0,44151;36316,397;-0,12484;moderate
145;20051116_44718_0400_PP.tif;1,967;0,26157;0,52077;31162,284;0,0197;moderate
146;20051116_44750_0400_PP.tif;1,947;0,26986;0,57473;27653,642;0,12445;moderate
147;20051116_44785_0400_PP.tif;1,999;0,25033;0,48204;33680,662;-0,03594;moderate
148;20051116_44804_0400_PP.tif;1,921;0,27759;0,5191;31270,826;-0,0172;moderate
149;20051116_44816_0400_PP.tif;1,918;0,28039;0,6419;23285,642;0,2688;moderate
150;20051116_54343_0400_PP.tif;1,895;0,2857;0,68772;20306,183;0,37486;mild
151;20051116_54429_0400_PP.tif;1,934;0,27197;0,35728;41793,55;-0,28957;mild
152;20051116_54454_0400_PP.tif;1,978;0,25733;0,48058;33775,829;-0,05351;mild
153;20051116_54484_0400_PP.tif;1,950;0,26788;0,61635;24947,443;0,22596;mild
154;20051116_54587_0400_PP.tif;1,978;0,2571;0,43441;36778,131;-0,13756;mild
155;20051116_54642_0400_PP.tif;1,647;0,39253;0,68041;20781,473;0,18058;mild
156;20051116_54663_0400_PP.tif;1,943;0,27169;0,58187;27189,487;0,13787;mild
157;20051116_54692_0400_PP.tif;1,949;0,26941;0,58709;26850,107;0,15415;mild
158;20051116_54825_0400_PP.tif;1,869;0,30031;0,66695;21656,786;0,3026;mild
159;20051116_54832_0400_PP.tif;1,963;0,26256;0,61205;25226,699;0,22409;mild
160;20051116_54839_0400_PP.tif;2,000;0,25001;0,5018;32396,207;0,00355;mild
161;20051116_54865_0400_PP.tif;1,982;0,25592;0,43639;36649,061;-0,13146;mild
162;20051116_55573_0400_PP.tif;1,988;0,25398;0,46055;35078,368;-0,08416;mild
163;20051116_55593_0400_PP.tif;1,984;0,25535;0,42684;37270,521;-0,14634;mild
164;20051116_55617_0400_PP.tif;1,969;0,26066;0,60224;25864,881;0,20413;mild
165;20051116_55643_0400_PP.tif;1,743;0,35349;0,70865;18945,621;0,33788;mild
166;20051116_55649_0400_PP.tif;1,889;0,28487;0,32949;43600,888;-0,35676;mild
167;20051116_55656_0400_PP.tif;1,972;0,26025;0,57833;27419,442;0,14964;mild
168;20051116_58804_0400_PP.tif;1,885;0,29458;0,63998;23410,6;0,24208;severe
169;20051116_58816_0400_PP.tif;1,957;0,26605;0,5559;28878,122;0,08822;severe
170;20051116_58828_0400_PP.tif;1,883;0,29539;0,60768;25510,993;0,15846;severe
171;20051116_58835_0400_PP.tif;1,888;0,29366;0,63264;23888,006;0,22485;severe
172;20051116_58850_0400_PP.tif;1,931;0,27337;0,34775;42413,075;-0,30501;severe
173;20051116_58864_0400_PP.tif;1,999;0,25021;0,50982;31874,64;0,01939;severe
174;20051116_58872_0400_PP.tif;1,950;0,26596;0,39633;39254,279;-0,22008;severe
175;20051116_59150_0400_PP.tif;1,970;0,2602;0,40544;38661,614;-0,19213;severe
176;20051116_59168_0400_PP.tif;1,959;0,26398;0,61667;24926,739;0,23275;severe
177;20051116_59193_0400_PP.tif;1,985;0,25513;0,43271;36888,343;-0,13596;severe
178;20051130_54257_0400_PP.tif;1,801;0,31808;0,74909;16315,97;0,49202;noRD
179;20051130_54301_0400_PP.tif;1,987;0,25421;0,44602;36022,784;-0,11085;noRD
180;20051130_54323_0400_PP.tif;1,984;0,25534;0,48785;33302,832;-0,03505;noRD
181;20051130_54333_0400_PP.tif;1,953;0,26587;0,37687;40519,444;-0,24804;noRD
182;20051130_54364_0400_PP.tif;1,966;0,26246;0,57906;27371,926;0,14752;noRD
183;20051130_54401_0400_PP.tif;1,994;0,252;0,48483;33499,385;-0,03402;noRD
184;20051130_54476_0400_PP.tif;1,989;0,25396;0,54759;29418,559;0,09209;noRD
185;20051130_54498_0400_PP.tif;1,994;0,2521;0,48841;33266,68;-0,02723;noRD
186;20051130_54595_0400_PP.tif;1,952;0,26812;0,57181;27843,256;0,12082;noRD
187;20051130_54616_0400_PP.tif;1,993;0,25236;0,5437;29671,187;0,08656;noRD
188;20051130_54802_0400_PP.tif;1,824;0,30978;0,5322;30419,13;-0,06017;noRD
189;20051130_54846_0400_PP.tif;1,939;0,27222;0,53731;30086,573;0,0344;noRD
190;20051130_54943_0400_PP.tif;1,935;0,27242;0,64782;22900,928;0,29481;noRD
191;20051130_54956_0400_PP.tif;1,839;0,30502;0,72586;17826,166;0,44728;noRD
192;20051130_55004_0400_PP.tif;1,988;0,25404;0,56341;28389,81;0,12677;noRD
193;20051130_55012_0400_PP.tif;1,809;0,30428;0,2998;45531,293;-0,44134;noRD
194;20051130_55037_0400_PP.tif;1,968;0,26172;0,55476;28952,487;0,09368;noRD
195;20051130_55048_0400_PP.tif;1,971;0,25979;0,40407;38751,234;-0,19327;noRD
196;20051130_55074_0400_PP.tif;1,950;0,2676;0,62188;24587,513;0,23957;noRD
197;20051130_55086_0400_PP.tif;1,837;0,30543;0,72985;17566,463;0,45687;noRD
198;20051201_38475_0400_PP.tif;1,985;0,25523;0,55735;28783,974;0,11122;noRD
199;20051201_38506_0400_PP.tif;1,879;0,29077;0,29852;45614,516;-0,40346;noRD
200;20051201_38537_0400_PP.tif;1,998;0,25083;0,48856;33256,922;-0,02432;noRD
201;20051202_36970_0400_PP.tif;1,774;0,33031;0,7545;15963,62;0,49326;moderate
202;20051202_37003_0400_PP.tif;1,993;0,25233;0,47104;34395,923;-0,0611;moderate
203;20051202_37011_0400_PP.tif;1,999;0,25022;0,50324;32302,604;0,00604;moderate
204;20051202_37162_0400_PP.tif;1,958;0,26394;0,38812;39788,175;-0,22726;moderate
205;20051202_37199_0400_PP.tif;1,996;0,25138;0,48037;33789,29;-0,04134;moderate
206;20051202_37227_0400_PP.tif;1,956;0,26637;0,57168;27851,738;0,12366;moderate
207;20051202_37349_0400_PP.tif;1,970;0,26123;0,56066;28568,501;0,10783;moderate
208;20051202_38513_0400_PP.tif;1,924;0,27675;0,651;22694,228;0,29642;moderate
209;20051202_39630_0400_PP.tif;1,837;0,30592;0,72784;17697,313;0,45128;moderate
210;20051202_39708_0400_PP.tif;1,966;0,2617;0,60748;25523,744;0,21472;moderate
211;20051202_39797_0400_PP.tif;1,994;0,25205;0,53992;29917,327;0,07898;moderate
212;20051202_40508_0400_PP.tif;1,993;0,25235;0,45965;35136,993;-0,08229;moderate
213;20051202_41034_0400_PP.tif;1,964;0,26351;0,56745;28126,741;0,11911;moderate
214;20051202_41076_0400_PP.tif;1,993;0,25235;0,45965;35136,993;-0,08229;moderate
215;20051202_41143_0400_PP.tif;1,970;0,26049;0,51469;31558,008;0,00899;moderate
216;20051202_41238_0400_PP.tif;1,972;0,26014;0,53946;29946,856;0,06283;moderate
217;20051202_41260_0400_PP.tif;1,967;0,26239;0,56632;28200,693;0,11852;moderate
218;20051202_48232_0400_PP.tif;1,853;0,30145;0,5398;29925,105;-0,0224;moderate
219;20051202_48264_0400_PP.tif;1,994;0,2521;0,51527;31519,778;0,0269;moderate
220;20051202_48287_0400_PP.tif;1,972;0,26014;0,53946;29946,856;0,06283;moderate
221;20051202_48310_0400_PP.tif;1,940;0,26973;0,36942;41004,304;-0,26797;moderate
222;20051202_48329_0400_PP.tif;1,919;0,27391;0,41375;38121,402;-0,21245;moderate
223;20051202_48393_0400_PP.tif;1,957;0,26361;0,40585;38635,398;-0,1997;moderate
224;20051202_48421_0400_PP.tif;1,845;0,29646;0,30635;45105,321;-0,41264;moderate
225;20051202_48443_0400_PP.tif;1,996;0,25147;0,53327;30349,518;0,06584;moderate
226;20051202_48575_0400_PP.tif;1,964;0,26351;0,56745;28126,741;0,11911;moderate
227;20051202_48586_0400_PP.tif;1,967;0,26239;0,56632;28200,693;0,11852;moderate
228;20051202_51488_0400_PP.tif;1,893;0,28249;0,34546;42561,857;-0,33201;mild
229;20051202_51518_0400_PP.tif;1,823;0,3171;0,70468;19203,477;0,37799;mild
230;20051202_51574_0400_PP.tif;1,902;0,28781;0,59234;26508,567;0,13394;mild
231;20051202_51599_0400_PP.tif;1,985;0,25527;0,56488;28293,918;0,12791;mild
232;20051202_51616_0400_PP.tif;1,799;0,33009;0,64606;23015,613;0,19783;mild
233;20051202_51655_0400_PP.tif;1,868;0,28702;0,41206;38231,686;-0,24906;mild
234;20051202_51677_0400_PP.tif;1,996;0,25128;0,479;33878,807;-0,04377;mild
235;20051202_54197_0400_PP.tif;1,948;0,26688;0,47647;34043,252;-0,08242;mild
236;20051202_54208_0400_PP.tif;1,896;0,28258;0,33534;43219,905;-0,34402;mild
237;20051202_54477_0400_PP.tif;1,978;0,25787;0,53931;29956,898;0,0668;mild
238;20051202_54498_0400_PP.tif;1,933;0,27286;0,65088;22701,833;0,30162;mild
239;20051202_54530_0400_PP.tif;1,982;0,25617;0,57838;27416,017;0,15671;mild
240;20051202_54547_0400_PP.tif;1,978;0,25798;0,55492;28941,691;0,1009;mild
241;20051202_54555_0400_PP.tif;1,963;0,26166;0,44977;35778,947;-0,12096;mild
242;20051202_54576_0400_PP.tif;1,975;0,25867;0,58566;26942,967;0,16909;mild
243;20051202_54611_0400_PP.tif;1,928;0,2747;0,65708;22298,745;0,31411;mild
244;20051202_54744_0400_PP.tif;1,858;0,28996;0,35203;42134,59;-0,34452;mild
245;20051202_54783_0400_PP.tif;1,998;0,25059;0,4773;33988,951;-0,04557;mild
246;20051202_55457_0400_PP.tif;1,982;0,25617;0,57838;27416,017;0,15671;mild
247;20051202_55484_0400_PP.tif;1,963;0,26166;0,44977;35778,947;-0,12096;mild
248;20051205_31388_0400_PP.tif;1,985;0,25522;0,57199;27831,499;0,1439;severe
249;20051205_31396_0400_PP.tif;1,987;0,25422;0,45867;35200,797;-0,08814;severe
250;20051205_31934_0400_PP.tif;1,972;0,25899;0,42542;37362,356;-0,15711;severe
251;20051205_31949_0400_PP.tif;1,894;0,28516;0,50404;32250,351;-0,06693;severe
252;20051205_31994_0400_PP.tif;1,886;0,28648;0,49034;33141,165;-0,09934;severe
253;20051205_32966_0400_PP.tif;1,966;0,26083;0,45001;35763,579;-0,11863;severe
254;20051205_32981_0400_PP.tif;1,991;0,25304;0,47284;34278,966;-0,05922;severe
255;20051205_33006_0400_PP.tif;1,937;0,27206;0,63888;23482,367;0,27371;severe
256;20051205_33012_0400_PP.tif;1,959;0,26529;0,57588;27578,887;0,13526;severe
257;20051205_33025_0400_PP.tif;1,989;0,2539;0,55398;29003,058;0,10617;severe
258;20051205_35099_0400_PP.tif;1,966;0,26083;0,45001;35763,579;-0,11863;severe
259;20051205_35110_0400_PP.tif;1,991;0,25304;0,47284;34278,966;-0,05922;severe
260;20051205_35142_0400_PP.tif;1,781;0,32446;0,76156;15504,565;0,51728;severe
261;20051205_35162_0400_PP.tif;1,950;0,26839;0,61206;25225,984;0,21496;severe
262;20051205_35201_0400_PP.tif;1,950;0,26706;0,62983;24070,954;0,25933;severe
263;20051205_35224_0400_PP.tif;1,890;0,28758;0,69039;20132,638;0,37912;severe
264;20051205_35246_0400_PP.tif;1,994;0,25203;0,54473;29604,527;0,08939;severe
265;20051205_35276_0400_PP.tif;1,791;0,30423;0,3947;39359,989;-0,32493;severe
266;20051205_35305_0400_PP.tif;1,999;0,25029;0,48313;33610,022;-0,03376;severe
267;20051205_35323_0400_PP.tif;1,985;0,25538;0,54297;29719,156;0,0794;severe
268;20051205_35339_0400_PP.tif;1,962;0,26313;0,38567;39947,447;-0,22881;severe
269;20051205_35354_0400_PP.tif;1,985;0,25521;0,50328;32299,464;-0,00389;severe
270;20051205_35392_0400_PP.tif;1,982;0,25668;0,56222;28467,337;0,11947;severe
271;20051205_35408_0400_PP.tif;1,885;0,29168;0,67932;20852,487;0,34617;severe
272;20051205_35417_0400_PP.tif;1,984;0,25532;0,46493;34793,376;-0,07898;severe
273;20051205_35432_0400_PP.tif;1,992;0,25292;0,50291;32324,019;-3,00E-05;severe
274;20051205_57548_0400_PP.tif;1,965;0,262;0,39048;39634,824;-0,21908;noRD
275;20051205_57651_0400_PP.tif;1,910;0,2818;0,665;21783,429;0,32381;noRD
276;20051205_57704_0400_PP.tif;1,951;0,26726;0,62126;24628,173;0,23861;noRD
277;20051205_57723_0400_PP.tif;1,998;0,25072;0,47371;34222,461;-0,05266;noRD
278;20051205_57757_0400_PP.tif;1,912;0,2767;0,44955;35793,842;-0,1568;noRD
279;20051205_57780_0400_PP.tif;1,919;0,27534;0,47061;34423,877;-0,11329;noRD
280;20051205_57799_0400_PP.tif;1,970;0,26035;0,59811;26133,056;0,19504;noRD
281;20051205_57809_0400_PP.tif;1,956;0,26496;0,62213;24571,328;0,24419;noRD
282;20051205_57838_0400_PP.tif;1,847;0,30808;0,58588;26928,267;0,07828;noRD
283;20051205_57879_0400_PP.tif;1,947;0,26661;0,46218;34972,01;-0,10932;noRD
284;20051207_54614_0400_PP.tif;1,997;0,25118;0,48401;33552,82;-0,0339;moderate
285;20051207_55266_0400_PP.tif;1,974;0,25891;0,59427;26383,297;0,18848;moderate
286;20051207_56219_0400_PP.tif;1,734;0,3556;0,64634;22997,2;0,14946;severe
287;20051207_56227_0400_PP.tif;1,995;0,2518;0,47015;34453,772;-0,06165;severe
288;20051207_62252_0400_PP.tif;1,994;0,25218;0,52715;30747,647;0,05155;moderate
289;20051207_62266_0400_PP.tif;1,992;0,2527;0,54436;29628,36;0,08738;moderate
290;20051207_62275_0400_PP.tif;1,979;0,25716;0,5846;27011,664;0,16918;moderate
291;20051207_62320_0400_PP.tif;1,772;0,32495;0,77341;14734,129;0,54664;moderate
292;20051208_39243_0400_PP.tif;1,978;0,25761;0,41284;38180,475;-0,17437;mild
293;20051208_39254_0400_PP.tif;1,949;0,26849;0,61669;24924,943;0,22582;mild
294;20051208_39297_0400_PP.tif;1,948;0,26656;0,47256;34297,223;-0,08933;mild
295;20051208_39404_0400_PP.tif;1,999;0,25021;0,49871;32597,059;-0,00302;mild
296;20051208_39438_0400_PP.tif;1,977;0,25837;0,56905;28023,197;0,13183;mild
297;20051208_39462_0400_PP.tif;1,983;0,25622;0,56469;28306,266;0,12582;mild
298;20051208_39484_0400_PP.tif;1,842;0,30595;0,71559;18493,744;0,4202;mild
299;20051208_39498_0400_PP.tif;1,925;0,27838;0,62542;24357,574;0,23137;mild
300;20051208_39524_0400_PP.tif;1,993;0,25242;0,53305;30363,576;0,0636;mild
301;20051208_39532_0400_PP.tif;1,995;0,25178;0,50585;32132,373;0,00823;mild
302;20051208_39546_0400_PP.tif;1,988;0,25426;0,43557;36702,346;-0,12912;mild
303;20051208_39572_0400_PP.tif;1,991;0,25336;0,53613;30163,495;0,06842;mild
