image_name,entropy,energy,homogenity,contrast,correlation,class
10170_right.jpeg,10.4661,0.0011,0.2383,59.4925,0.9564,noRD
10175_left.jpeg,10.1907,0.0013,0.285,85.0525,0.9141,noRD
10175_right.jpeg,9.8319,0.0014,0.3302,75.296,0.9335,noRD
10182_left.jpeg,10.9267,0.0008,0.2563,88.3525,0.9499,noRD
10182_right.jpeg,10.9073,0.0007,0.2752,95.5776,0.9519,noRD
10184_left.jpeg,9.8828,0.0018,0.2702,215.6599,0.8055,noRD
10184_right.jpeg,9.6524,0.0017,0.2601,165.8067,0.7029,noRD
10187_left.jpeg,9.854,0.0014,0.2376,145.2582,0.7897,noRD
10187_right.jpeg,10.0769,0.0014,0.2235,144.726,0.8102,noRD
10190_left.jpeg,9.4073,0.0022,0.2282,115.4548,0.6774,noRD
10190_right.jpeg,9.0422,0.0025,0.2548,132.2701,0.486,noRD
10194_left.jpeg,9.7211,0.0019,0.304,207.1674,0.7974,noRD
10194_right.jpeg,8.9291,0.0028,0.2775,339.5049,0.3339,noRD
10199_left.jpeg,11.5043,0.0006,0.2229,67.0697,0.9744,noRD
10199_right.jpeg,11.0812,0.0007,0.249,91.5297,0.9548,noRD
10206_left.jpeg,9.7294,0.0018,0.2277,43.4858,0.9138,noRD
10206_right.jpeg,9.113,0.0024,0.2502,54.429,0.7548,noRD
10210_left.jpeg,10.8434,0.0009,0.2216,56.6402,0.9545,noRD
10210_right.jpeg,10.8172,0.0008,0.2445,86.1733,0.9436,noRD
10212_left.jpeg,10.7917,0.001,0.2208,53.4641,0.9639,noRD
10212_right.jpeg,11.0612,0.0008,0.2215,73.0404,0.9492,noRD
10218_left.jpeg,8.7225,0.0033,0.2855,50.2259,0.8233,noRD
10218_right.jpeg,8.6761,0.0033,0.2984,36.2634,0.8618,noRD
1021_left.jpeg,9.5106,0.0021,0.2634,61.1225,0.8782,noRD
1021_right.jpeg,8.9292,0.0027,0.3079,56.2859,0.7755,noRD
10221_left.jpeg,9.8282,0.0014,0.311,94.075,0.9005,noRD
10232_left.jpeg,10.1223,0.0012,0.2825,153.3126,0.8682,noRD
10239_left.jpeg,10.1154,0.0012,0.2726,115.1062,0.9023,noRD
10239_right.jpeg,10.4587,0.0011,0.2008,148.4852,0.8693,noRD
10241_left.jpeg,9.8251,0.0017,0.2791,224.4281,0.8038,noRD
10241_right.jpeg,9.6621,0.0021,0.2848,227.1618,0.7706,noRD
10242_right.jpeg,9.439,0.0021,0.2998,296.263,0.6686,noRD
10243_left.jpeg,10.3553,0.0011,0.2576,109.9927,0.9047,noRD
10243_right.jpeg,10.2435,0.0012,0.214,141.8659,0.8302,noRD
1024_left.jpeg,9.6769,0.002,0.2261,101.6767,0.7946,noRD
1024_right.jpeg,10.3489,0.0012,0.1938,107.1669,0.8444,noRD
10251_left.jpeg,10.3313,0.0011,0.2821,216.1616,0.8409,noRD
10251_right.jpeg,10.4853,0.0011,0.2194,191.7152,0.8435,noRD
10252_left.jpeg,10.3502,0.0012,0.2821,319.0918,0.8647,noRD
10252_right.jpeg,9.3534,0.002,0.3468,518.7807,0.6273,noRD
10255_left.jpeg,10.2963,0.0011,0.2816,234.4677,0.85,noRD
10255_right.jpeg,9.9604,0.0014,0.3259,567.473,0.7149,noRD
10257_left.jpeg,10.2328,0.0011,0.2705,88.1614,0.9086,noRD
10257_right.jpeg,10.3551,0.0012,0.2213,77.9834,0.9072,noRD
10263_left.jpeg,10.7501,0.0009,0.2427,72.9316,0.9245,noRD
10263_right.jpeg,10.3773,0.001,0.2522,99.799,0.8683,noRD
10266_left.jpeg,8.6997,0.0033,0.3131,88.7217,0.696,noRD
10266_right.jpeg,8.4168,0.0038,0.2862,100.271,0.5014,noRD
10269_right.jpeg,9.8763,0.0016,0.2914,55.8458,0.9458,noRD
10270_left.jpeg,10.6817,0.0009,0.2652,71.1032,0.955,noRD
10270_right.jpeg,10.6619,0.0009,0.255,95.7855,0.9332,noRD
10276_left.jpeg,10.5772,0.001,0.2866,33.4441,0.9844,noRD
10276_right.jpeg,10.6051,0.001,0.2747,65.1734,0.9685,noRD
10279_left.jpeg,9.5485,0.0019,0.2521,81.2596,0.8162,noRD
10279_right.jpeg,10.8937,0.0008,0.2217,95.6931,0.9343,noRD
1027_right.jpeg,10.3076,0.0012,0.2817,53.7355,0.9624,noRD
10284_left.jpeg,10.4223,0.0011,0.2339,94.663,0.8977,noRD
10284_right.jpeg,10.1735,0.0011,0.2547,78.1048,0.9014,noRD
10292_left.jpeg,10.1479,0.0012,0.2592,66.4043,0.929,noRD
10292_right.jpeg,9.4689,0.0018,0.2401,82.5194,0.802,noRD
10293_left.jpeg,9.9508,0.0013,0.2846,61.5989,0.9273,noRD
10293_right.jpeg,10.2789,0.0011,0.3058,88.0416,0.9307,noRD
10294_left.jpeg,9.965,0.0013,0.3036,121.894,0.8932,noRD
10294_right.jpeg,10.5903,0.001,0.2433,141.9989,0.8863,noRD
10295_left.jpeg,9.6355,0.0017,0.2812,124.4898,0.8171,noRD
10295_right.jpeg,9.6627,0.0019,0.2862,77.1158,0.8982,noRD
102_left.jpeg,9.7369,0.0016,0.276,100.1681,0.8489,noRD
102_right.jpeg,10.8808,0.0008,0.2656,151.6578,0.9273,noRD
10303_left.jpeg,9.3831,0.0021,0.2936,44.6798,0.9331,noRD
10305_left.jpeg,10.6471,0.0009,0.2392,95.9981,0.916,noRD
10305_right.jpeg,10.6917,0.0009,0.2085,108.2424,0.8953,noRD
10310_left.jpeg,10.6771,0.001,0.2086,90.8548,0.8948,noRD
10310_right.jpeg,10.3709,0.0011,0.2113,116.1665,0.8275,noRD
10321_right.jpeg,10.4303,0.001,0.2637,238.1027,0.7879,noRD
10326_right.jpeg,10.4845,0.001,0.2712,82.1484,0.9515,noRD
10328_left.jpeg,9.8069,0.0015,0.3093,65.3404,0.9269,noRD
10328_right.jpeg,9.9121,0.0016,0.23,103.5059,0.8435,noRD
10337_left.jpeg,10.2433,0.0012,0.2008,102.2117,0.8289,noRD
10337_right.jpeg,10.21,0.0011,0.2317,96.256,0.8483,noRD
10343_left.jpeg,10.0799,0.0013,0.3045,121.9636,0.9106,noRD
10343_right.jpeg,10.7584,0.0009,0.2961,129.4683,0.9408,noRD
10352_left.jpeg,10.0647,0.0014,0.2463,65.0289,0.9273,noRD
10352_right.jpeg,9.9059,0.0016,0.2674,114.0637,0.8981,noRD
10353_left.jpeg,10.1203,0.0012,0.2561,64.1529,0.9194,noRD
10353_right.jpeg,10.7102,0.0009,0.2405,98.0942,0.909,noRD
10356_left.jpeg,10.4714,0.001,0.3167,191.3287,0.8896,noRD
10359_left.jpeg,10.9892,0.0007,0.2342,70.3898,0.9595,noRD
10359_right.jpeg,10.4396,0.001,0.2487,107.3159,0.9123,noRD
10363_left.jpeg,9.4209,0.002,0.3074,57.2104,0.9169,noRD
10363_right.jpeg,9.4684,0.0019,0.3059,57.5874,0.9216,noRD
10367_left.jpeg,9.6769,0.0018,0.2389,372.8882,0.645,noRD
10367_right.jpeg,9.6184,0.0017,0.2142,303.9374,0.6123,noRD
10368_left.jpeg,10.2595,0.0012,0.2627,63.9662,0.9366,noRD
10368_right.jpeg,10.3818,0.0011,0.2392,92.486,0.9111,noRD
10369_left.jpeg,10.3591,0.001,0.2401,133.0518,0.8541,noRD
10369_right.jpeg,10.7668,0.0009,0.2513,79.7774,0.9487,noRD
10372_left.jpeg,10.0692,0.0014,0.287,36.175,0.9709,noRD
10372_right.jpeg,10.3123,0.0013,0.3012,59.9186,0.9654,noRD
10374_right.jpeg,10.2378,0.0012,0.2376,109.9466,0.9056,noRD
10377_left.jpeg,10.9159,0.0008,0.2439,81.7684,0.941,noRD
10377_right.jpeg,10.3961,0.0011,0.2316,60.9643,0.9237,noRD
1037_left.jpeg,10.1198,0.0011,0.3965,225.0841,0.9195,noRD
10386_right.jpeg,10.2342,0.0012,0.2156,91.5126,0.8708,noRD
10389_left.jpeg,10.638,0.0009,0.2398,152.8959,0.88,noRD
10389_right.jpeg,10.8373,0.0009,0.2298,237.3592,0.8609,noRD
10391_left.jpeg,10.5784,0.0009,0.2642,76.249,0.9447,noRD
10391_right.jpeg,10.6344,0.001,0.2099,92.2753,0.9083,noRD
10397_left.jpeg,10.3859,0.0011,0.2577,75.1505,0.943,noRD
10398_left.jpeg,10.3474,0.0011,0.2238,64.5903,0.9297,noRD
10398_right.jpeg,10.4821,0.0011,0.212,100.9511,0.9141,noRD
10400_left.jpeg,10.4696,0.0011,0.2089,97.3396,0.8995,noRD
10400_right.jpeg,10.2849,0.0011,0.2314,106.289,0.851,noRD
10403_left.jpeg,10.2738,0.0011,0.3027,89.6044,0.9205,noRD
10403_right.jpeg,10.3074,0.0012,0.2827,90.6165,0.9282,noRD
10404_left.jpeg,10.5038,0.001,0.2936,106.8459,0.9327,noRD
10404_right.jpeg,10.5389,0.001,0.2805,117.1697,0.9395,noRD
10407_left.jpeg,10.253,0.0013,0.1829,123.2693,0.8702,noRD
10407_right.jpeg,10.2664,0.0011,0.2379,82.619,0.8668,noRD
10409_left.jpeg,10.4368,0.001,0.3168,216.2251,0.893,noRD
10409_right.jpeg,10.5532,0.001,0.2625,96.3051,0.9344,noRD
1040_left.jpeg,10.1642,0.0013,0.306,45.0947,0.9654,noRD
1040_right.jpeg,10.2081,0.0012,0.2966,74.7962,0.9394,noRD
10413_left.jpeg,10.8865,0.0007,0.2671,73.7667,0.9586,noRD
10413_right.jpeg,10.7388,0.0008,0.2685,97.0957,0.9444,noRD
10416_left.jpeg,10.2093,0.0011,0.2956,137.2,0.916,noRD
10416_right.jpeg,9.7591,0.0017,0.2701,318.9336,0.6465,noRD
10419_left.jpeg,10.3522,0.0011,0.2456,36.2213,0.962,noRD
10419_right.jpeg,10.1863,0.0012,0.2719,51.3847,0.9356,noRD
1041_left.jpeg,10.5877,0.0009,0.2764,124.4897,0.9102,noRD
1041_right.jpeg,10.7095,0.001,0.2035,129.9433,0.8773,noRD
10421_left.jpeg,10.9775,0.0008,0.2191,78.2704,0.9507,noRD
10421_right.jpeg,10.9372,0.0008,0.2368,84.1925,0.9491,noRD
10426_right.jpeg,10.2269,0.0013,0.2663,59.0343,0.9455,noRD
10429_left.jpeg,9.955,0.0014,0.2751,379.0676,0.6832,noRD
10429_right.jpeg,10.5681,0.0011,0.2181,346.4599,0.7382,noRD
1042_left.jpeg,9.9594,0.0015,0.2211,346.1308,0.5717,noRD
1042_right.jpeg,10.2256,0.0014,0.3211,841.1956,0.7694,noRD
10437_left.jpeg,10.5799,0.0009,0.2601,84.2611,0.9304,noRD
10437_right.jpeg,10.5915,0.001,0.2511,114.1895,0.9272,noRD
1043_right.jpeg,10.6426,0.0009,0.2207,77.2818,0.9295,noRD
10440_left.jpeg,9.7752,0.0014,0.4791,735.4084,0.7717,noRD
10440_right.jpeg,9.7519,0.0018,0.2617,109.0829,0.894,noRD
10448_left.jpeg,10.0761,0.0012,0.2446,50.581,0.9275,noRD
10448_right.jpeg,10.3579,0.001,0.2428,70.8581,0.9173,noRD
1044_left.jpeg,10.131,0.0014,0.2948,172.3576,0.8687,noRD
1044_right.jpeg,9.9975,0.0014,0.3092,292.5429,0.8022,noRD
10451_left.jpeg,10.6572,0.001,0.1861,76.2172,0.9092,noRD
10451_right.jpeg,10.6381,0.0009,0.1915,71.9487,0.9141,noRD
10452_left.jpeg,10.6604,0.001,0.1997,93.5369,0.9142,noRD
10452_right.jpeg,10.2514,0.0012,0.2086,147.9289,0.7799,noRD
10458_left.jpeg,10.0511,0.0014,0.2439,242.8746,0.7281,noRD
10458_right.jpeg,10.7253,0.001,0.2139,93.7917,0.9235,noRD
10479_left.jpeg,9.1477,0.0023,0.2631,73.5253,0.8067,noRD
10479_right.jpeg,9.0852,0.0023,0.262,89.5629,0.7696,noRD
1047_left.jpeg,9.9298,0.0014,0.3089,84.6187,0.9105,noRD
1047_right.jpeg,9.8748,0.0018,0.3222,84.7109,0.947,noRD
10484_left.jpeg,9.5163,0.0018,0.2474,139.0468,0.7543,noRD
10484_right.jpeg,8.7388,0.0029,0.2415,231.4088,0.4022,noRD
10495_left.jpeg,10.455,0.0011,0.2643,141.3125,0.9144,noRD
10495_right.jpeg,11.13,0.0008,0.2417,87.5794,0.9682,noRD
10501_left.jpeg,10.3336,0.0012,0.2459,190.766,0.846,noRD
10502_left.jpeg,10.502,0.0011,0.2895,215.8342,0.915,noRD
10502_right.jpeg,10.1745,0.0013,0.2648,87.0056,0.9113,noRD
10503_right.jpeg,8.6985,0.0032,0.2795,26.9756,0.8586,noRD
10504_left.jpeg,10.1321,0.0012,0.2372,121.7078,0.8851,noRD
10504_right.jpeg,10.8142,0.0009,0.229,146.4703,0.8811,noRD
10511_left.jpeg,10.9081,0.0009,0.2853,194.4561,0.9772,noRD
10511_right.jpeg,10.4647,0.0012,0.2387,87.4662,0.936,noRD
1051_left.jpeg,7.8071,0.0055,0.362,35.6841,0.7506,noRD
1051_right.jpeg,8.1177,0.0049,0.3434,54.2888,0.7043,noRD
10521_left.jpeg,10.4056,0.0011,0.2423,154.3728,0.8634,noRD
10521_right.jpeg,10.2196,0.0012,0.2352,284.0223,0.709,noRD
10529_left.jpeg,9.5235,0.002,0.2689,57.0809,0.8555,noRD
10529_right.jpeg,9.1699,0.0024,0.2482,55.6406,0.7413,noRD
1052_left.jpeg,9.5841,0.0017,0.2019,34.5856,0.9247,noRD
1052_right.jpeg,9.6266,0.0016,0.2283,35.3718,0.9096,noRD
10541_left.jpeg,10.805,0.0008,0.2472,183.8471,0.8767,noRD
10541_right.jpeg,10.8327,0.0009,0.2584,174.7396,0.8856,noRD
10548_left.jpeg,10.6165,0.001,0.2484,169.1128,0.882,noRD
10548_right.jpeg,11.2944,0.0006,0.2207,149.9552,0.9283,noRD
10550_left.jpeg,10.3556,0.0011,0.2686,179.0665,0.8914,noRD
10550_right.jpeg,10.619,0.001,0.2331,101.775,0.9197,noRD
10552_left.jpeg,10.1875,0.0012,0.3317,117.2458,0.9246,noRD
10552_right.jpeg,10.29,0.0012,0.3034,117.4306,0.9144,noRD
10553_left.jpeg,10.4849,0.0011,0.2004,96.2127,0.9088,noRD
10553_right.jpeg,9.3031,0.0021,0.2611,32.6356,0.8908,noRD
10560_left.jpeg,10.3536,0.001,0.2544,70.991,0.9319,noRD
10560_right.jpeg,10.1385,0.0012,0.2252,62.9413,0.8895,noRD
10562_left.jpeg,10.8396,0.0008,0.2308,179.1351,0.8853,noRD
10562_right.jpeg,10.7799,0.0009,0.2315,81.7966,0.9349,noRD
10563_left.jpeg,10.225,0.0012,0.2783,123.2636,0.8808,noRD
10563_right.jpeg,10.8845,0.0009,0.1999,166.4233,0.8903,noRD
10566_left.jpeg,10.0216,0.0014,0.2354,40.1247,0.9539,noRD
10566_right.jpeg,10.3885,0.0011,0.2772,76.5421,0.942,noRD
10568_left.jpeg,9.8321,0.0015,0.3263,90.6366,0.9159,noRD
10568_right.jpeg,9.8654,0.0014,0.3148,122.8473,0.8953,noRD
10569_left.jpeg,9.7503,0.0015,0.2559,51.9733,0.9176,noRD
1056_left.jpeg,10.244,0.0012,0.2723,353.982,0.7335,noRD
1056_right.jpeg,9.9695,0.0014,0.26,304.7719,0.74,noRD
1057_left.jpeg,9.7328,0.0017,0.2709,180.6283,0.8063,noRD
1057_right.jpeg,9.7858,0.0016,0.2516,219.852,0.7529,noRD
10583_left.jpeg,9.7957,0.0016,0.3106,326.0103,0.6917,noRD
10583_right.jpeg,10.1757,0.0013,0.2836,291.3336,0.799,noRD
10585_left.jpeg,11.0043,0.0008,0.2161,106.5147,0.9311,noRD
10585_right.jpeg,10.5295,0.001,0.2026,108.6524,0.8548,noRD
10587_left.jpeg,10.2865,0.0013,0.2409,182.4919,0.8598,noRD
10587_right.jpeg,10.4238,0.0013,0.2127,285.0461,0.8046,noRD
10594_left.jpeg,9.8598,0.0015,0.2556,147.5698,0.853,noRD
10603_left.jpeg,8.9676,0.0025,0.3622,38.7472,0.9202,noRD
10603_right.jpeg,9.4791,0.0021,0.3216,39.7047,0.9557,noRD
10605_left.jpeg,10.2721,0.0011,0.3341,191.3731,0.9071,noRD
10605_right.jpeg,9.949,0.0016,0.2186,58.4065,0.9257,noRD
10608_left.jpeg,10.7393,0.0009,0.2381,44.9189,0.9702,noRD
10608_right.jpeg,10.6755,0.001,0.2498,66.2182,0.9646,noRD
10610_left.jpeg,10.6408,0.0009,0.3076,189.5799,0.9104,noRD
10610_right.jpeg,10.5804,0.001,0.2495,149.1262,0.8953,noRD
10612_left.jpeg,10.6388,0.001,0.2316,85.1272,0.9453,noRD
10612_right.jpeg,10.5726,0.001,0.2471,102.0269,0.9263,noRD
10614_left.jpeg,9.8561,0.0014,0.287,140.3487,0.8496,noRD
10614_right.jpeg,9.4605,0.0021,0.2564,203.8674,0.7183,noRD
1061_left.jpeg,10.5675,0.0009,0.3434,191.3206,0.922,noRD
1061_right.jpeg,9.1956,0.0024,0.2774,1086.0475,0.3731,noRD
10623_left.jpeg,8.8287,0.0029,0.2605,454.3944,0.354,noRD
10623_right.jpeg,9.4845,0.0018,0.2556,211.5867,0.6182,noRD
10626_left.jpeg,10.3538,0.001,0.3578,369.7124,0.88,noRD
10626_right.jpeg,10.0904,0.0014,0.2625,632.1999,0.527,noRD
10629_left.jpeg,10.5625,0.001,0.2323,183.0932,0.839,noRD
10629_right.jpeg,10.853,0.0008,0.275,148.6747,0.9146,noRD
10634_left.jpeg,9.0756,0.0024,0.3455,72.1309,0.8704,noRD
10634_right.jpeg,10.8503,0.0009,0.25,137.4448,0.9081,noRD
10640_left.jpeg,10.1795,0.0012,0.2897,60.0251,0.9428,noRD
10640_right.jpeg,10.8642,0.0009,0.2168,158.1443,0.8825,noRD
10644_left.jpeg,9.818,0.0014,0.2876,146.5156,0.8163,noRD
10644_right.jpeg,10.3419,0.0012,0.2488,181.0049,0.8324,noRD
10646_left.jpeg,9.5068,0.0018,0.3059,97.89,0.8595,noRD
10646_right.jpeg,10.3161,0.0012,0.2645,89.307,0.9309,noRD
10660_left.jpeg,10.5231,0.001,0.2308,69.9446,0.9417,noRD
10660_right.jpeg,10.1113,0.0012,0.2452,99.3964,0.8887,noRD
10664_left.jpeg,10.3606,0.0011,0.2291,227.9591,0.822,noRD
10664_right.jpeg,10.4206,0.0011,0.217,196.7931,0.8474,noRD
10666_right.jpeg,11.0104,0.0008,0.2627,119.4464,0.9491,noRD
10669_left.jpeg,11.2719,0.0006,0.2384,75.9478,0.9661,noRD
10669_right.jpeg,11.0441,0.0008,0.232,96.9465,0.9454,noRD
10671_left.jpeg,10.1412,0.0013,0.2406,31.1359,0.9579,noRD
10674_left.jpeg,11.1611,0.0007,0.2667,79.0482,0.9665,noRD
10674_right.jpeg,10.737,0.0009,0.2999,77.0621,0.9568,noRD
10675_left.jpeg,11.6008,0.0005,0.221,65.5345,0.978,noRD
10675_right.jpeg,11.2106,0.0006,0.2472,106.8876,0.959,noRD
10698_left.jpeg,10.2584,0.0013,0.2582,115.8916,0.8991,noRD
10698_right.jpeg,9.1786,0.0024,0.2243,219.9115,0.4634,noRD
10701_left.jpeg,10.1338,0.0014,0.2687,60.9758,0.9279,noRD
10701_right.jpeg,9.9983,0.0015,0.2651,69.7388,0.9105,noRD
1070_left.jpeg,9.5644,0.0018,0.25,95.9301,0.8003,noRD
1070_right.jpeg,10.2811,0.0012,0.2628,115.9753,0.9031,noRD
10710_left.jpeg,9.9075,0.0015,0.2774,106.8548,0.8677,noRD
10710_right.jpeg,9.5739,0.0018,0.2917,87.1824,0.8682,noRD
10720_left.jpeg,10.2698,0.0012,0.2612,192.1281,0.8354,noRD
10720_right.jpeg,10.6129,0.001,0.2317,279.4879,0.8153,noRD
10722_left.jpeg,10.555,0.0009,0.284,211.4633,0.8607,noRD
10722_right.jpeg,10.7596,0.0009,0.2051,203.6608,0.8837,noRD
10723_left.jpeg,10.8604,0.0008,0.2242,158.4038,0.8788,noRD
10723_right.jpeg,10.9489,0.0008,0.2255,96.4447,0.9522,noRD
10727_left.jpeg,10.6704,0.001,0.2069,157.7952,0.8235,noRD
10727_right.jpeg,10.2582,0.0012,0.2059,149.3043,0.725,noRD
10729_left.jpeg,9.8614,0.0014,0.3134,105.5761,0.9016,noRD
10729_right.jpeg,9.8462,0.0016,0.2685,238.3628,0.7264,noRD
1073_left.jpeg,9.9906,0.0014,0.2667,84.2002,0.8807,noRD
1073_right.jpeg,10.9651,0.0008,0.2611,104.4626,0.9491,noRD
10743_left.jpeg,10.0038,0.0014,0.2737,107.3996,0.8632,noRD
10743_right.jpeg,10.3877,0.0011,0.2257,114.0859,0.8743,noRD
10745_left.jpeg,10.7298,0.0009,0.3015,159.9764,0.9439,noRD
10745_right.jpeg,10.5466,0.001,0.2751,215.145,0.8934,noRD
10748_left.jpeg,10.4596,0.0011,0.2396,128.0231,0.8749,noRD
10748_right.jpeg,10.1059,0.0013,0.2467,158.7753,0.7902,noRD
10752_left.jpeg,10.5802,0.0009,0.2774,122.244,0.917,noRD
10752_right.jpeg,10.7237,0.0008,0.2537,178.869,0.8666,noRD
1075_right.jpeg,10.0413,0.0014,0.2418,139.6045,0.8468,noRD
